2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Request joining group due to: rebalance failed due to 'This is not the correct coordinator.' (NotCoordinatorException)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] (Re-)joining group
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Attempt to heartbeat failed since coordinator localhost:9092 (id: 2147483646 rack: null) is either not started or not valid
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: error response NOT_COORDINATOR. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Client requested disconnect from node 2147483646
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Cancelled in-flight JOIN_GROUP request with correlation id 101407 due to node 2147483646 being disconnected (elapsed time since creation: 1ms, elapsed time since send: 1ms, throttle time: 0ms, request timeout: 305000ms)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Request joining group due to: rebalance failed due to 'null' (DisconnectException)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] (Re-)joining group
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: error response NOT_COORDINATOR. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] JoinGroup failed: This is not the correct coordinator. Marking coordinator unknown. Sent generation was Generation{generationId=39, memberId='consumer-learning-management-service-5-12fad5c1-451a-4ec4-ac6b-37d3cdb14461', protocol='range'}
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Client requested disconnect from node 2147483646
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#1-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-5, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Request joining group due to: rebalance failed due to 'null' (DisconnectException)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] (Re-)joining group
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: error response NOT_COORDINATOR. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] JoinGroup failed: This is not the correct coordinator. Marking coordinator unknown. Sent generation was Generation{generationId=39, memberId='consumer-learning-management-service-3-43e651ed-70cb-4f0e-a2c2-1c6f8b8e22ec', protocol='range'}
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Client requested disconnect from node 2147483646
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-2-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-3, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Request joining group due to: rebalance failed due to 'null' (DisconnectException)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] (Re-)joining group
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: error response NOT_COORDINATOR. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] JoinGroup failed: This is not the correct coordinator. Marking coordinator unknown. Sent generation was Generation{generationId=39, memberId='consumer-learning-management-service-1-9bd4486d-3221-4c71-9f14-05ee1c3ed9f9', protocol='range'}
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Client requested disconnect from node 2147483646
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Group coordinator localhost:9092 (id: 2147483646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-1, groupId=learning-management-service] Requesting disconnect from last known coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Discovered group coordinator localhost:9092 (id: 2147483646 rack: null)
2026-02-02 08:30:44 [org.springframework.kafka.KafkaListenerEndpointContainer#0-1-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-learning-management-service-2, groupId=learning-management-service] Request joining group due to: rebalance failed due to 'null' (DisconnectException)
